,id,votes
0,0x008c84421da5527f462886cec43d2717b686a7e4,"[{'proposalID': {'id': '16'}, 'support': 1, 'single_vote': '1'}, {'proposalID': {'id': '1'}, 'support': 1, 'single_vote': '0'}, {'proposalID': {'id': '17'}, 'support': 1, 'single_vote': '1'}, {'proposalID': {'id': '18'}, 'support': 2, 'single_vote': '1'}, {'proposalID': {'id': '19'}, 'support': 1, 'single_vote': '1'}, {'proposalID': {'id': '20'}, 'support': 1, 'single_vote': '1'}, {'proposalID': {'id': '21'}, 'support': 1, 'single_vote': '1'}, {'proposalID': {'id': '22'}, 'support': 0, 'single_vote': '1'}, {'proposalID': {'id': '23'}, 'support': 1, 'single_vote': '1'}, {'proposalID': {'id': '25'}, 'support': 1, 'single_vote': '1'}, {'proposalID': {'id': '26'}, 'support': 1, 'single_vote': '1'}, {'proposalID': {'id': '27'}, 'support': 1, 'single_vote': '1'}, {'proposalID': {'id': '28'}, 'support': 1, 'single_vote': '1'}, {'proposalID': {'id': '29'}, 'support': 1, 'single_vote': '1'}, {'proposalID': {'id': '30'}, 'support': 0, 'single_vote': '1'}, {'proposalID': {'id': '2'}, 'support': 1, 'single_vote': '1'}, {'proposalID': {'id': '33'}, 'support': 1, 'single_vote': '3'}, {'proposalID': {'id': '34'}, 'support': 1, 'single_vote': '3'}, {'proposalID': {'id': '35'}, 'support': 1, 'single_vote': '3'}, {'proposalID': {'id': '38'}, 'support': 1, 'single_vote': '3'}, {'proposalID': {'id': '40'}, 'support': 1, 'single_vote': '4'}, {'proposalID': {'id': '41'}, 'support': 1, 'single_vote': '5'}, {'proposalID': {'id': '43'}, 'support': 1, 'single_vote': '5'}, {'proposalID': {'id': '44'}, 'support': 1, 'single_vote': '5'}, {'proposalID': {'id': '47'}, 'support': 1, 'single_vote': '5'}, {'proposalID': {'id': '48'}, 'support': 1, 'single_vote': '5'}, {'proposalID': {'id': '49'}, 'support': 1, 'single_vote': '5'}, {'proposalID': {'id': '50'}, 'support': 0, 'single_vote': '5'}, {'proposalID': {'id': '51'}, 'support': 1, 'single_vote': '5'}, {'proposalID': {'id': '52'}, 'support': 1, 'single_vote': '5'}, {'proposalID': {'id': '54'}, 'support': 1, 'single_vote': '5'}, {'proposalID': {'id': '55'}, 'support': 0, 'single_vote': '5'}, {'proposalID': {'id': '56'}, 'support': 1, 'single_vote': '5'}, {'proposalID': {'id': '57'}, 'support': 2, 'single_vote': '5'}, {'proposalID': {'id': '58'}, 'support': 1, 'single_vote': '5'}, {'proposalID': {'id': '59'}, 'support': 0, 'single_vote': '5'}, {'proposalID': {'id': '60'}, 'support': 1, 'single_vote': '5'}, {'proposalID': {'id': '61'}, 'support': 1, 'single_vote': '5'}, {'proposalID': {'id': '62'}, 'support': 1, 'single_vote': '5'}, {'proposalID': {'id': '63'}, 'support': 1, 'single_vote': '5'}, {'proposalID': {'id': '64'}, 'support': 1, 'single_vote': '5'}, {'proposalID': {'id': '4'}, 'support': 1, 'single_vote': '1'}, {'proposalID': {'id': '65'}, 'support': 1, 'single_vote': '5'}, {'proposalID': {'id': '67'}, 'support': 1, 'single_vote': '5'}, {'proposalID': {'id': '68'}, 'support': 1, 'single_vote': '5'}, {'proposalID': {'id': '69'}, 'support': 1, 'single_vote': '5'}, {'proposalID': {'id': '70'}, 'support': 1, 'single_vote': '5'}, {'proposalID': {'id': '71'}, 'support': 1, 'single_vote': '5'}, {'proposalID': {'id': '72'}, 'support': 1, 'single_vote': '5'}, {'proposalID': {'id': '73'}, 'support': 1, 'single_vote': '5'}, {'proposalID': {'id': '74'}, 'support': 0, 'single_vote': '5'}, {'proposalID': {'id': '5'}, 'support': 1, 'single_vote': '1'}, {'proposalID': {'id': '83'}, 'support': 1, 'single_vote': '5'}, {'proposalID': {'id': '84'}, 'support': 1, 'single_vote': '5'}, {'proposalID': {'id': '85'}, 'support': 1, 'single_vote': '5'}, {'proposalID': {'id': '95'}, 'support': 1, 'single_vote': '5'}, {'proposalID': {'id': '6'}, 'support': 1, 'single_vote': '1'}, {'proposalID': {'id': '99'}, 'support': 1, 'single_vote': '5'}, {'proposalID': {'id': '100'}, 'support': 1, 'single_vote': '5'}, {'proposalID': {'id': '101'}, 'support': 1, 'single_vote': '5'}, {'proposalID': {'id': '8'}, 'support': 1, 'single_vote': '1'}, {'proposalID': {'id': '9'}, 'support': 1, 'single_vote': '1'}, {'proposalID': {'id': '10'}, 'support': 1, 'single_vote': '1'}, {'proposalID': {'id': '11'}, 'support': 1, 'single_vote': '1'}, {'proposalID': {'id': '13'}, 'support': 1, 'single_vote': '1'}, {'proposalID': {'id': '14'}, 'support': 1, 'single_vote': '1'}, {'proposalID': {'id': '15'}, 'support': 1, 'single_vote': '1'}]"
1,0x01db485f57dc000e761b85641f78c9d212a2eeab,"[{'proposalID': {'id': '16'}, 'support': 1, 'single_vote': '1'}, {'proposalID': {'id': '21'}, 'support': 1, 'single_vote': '1'}, {'proposalID': {'id': '23'}, 'support': 1, 'single_vote': '1'}, {'proposalID': {'id': '26'}, 'support': 1, 'single_vote': '1'}, {'proposalID': {'id': '27'}, 'support': 1, 'single_vote': '1'}, {'proposalID': {'id': '28'}, 'support': 1, 'single_vote': '1'}, {'proposalID': {'id': '51'}, 'support': 1, 'single_vote': '1'}, {'proposalID': {'id': '53'}, 'support': 1, 'single_vote': '1'}]"
2,0x020ca66c30bec2c4fe3861a94e4db4a498a35872,"[{'proposalID': {'id': '82'}, 'support': 0, 'single_vote': '6'}]"
3,0x021edd67d43b365a6401a5ee704aa6f264f3f4e4,"[{'proposalID': {'id': '22'}, 'support': 0, 'single_vote': '1'}, {'proposalID': {'id': '29'}, 'support': 1, 'single_vote': '5'}, {'proposalID': {'id': '90'}, 'support': 2, 'single_vote': '1'}, {'proposalID': {'id': '91'}, 'support': 1, 'single_vote': '1'}, {'proposalID': {'id': '92'}, 'support': 1, 'single_vote': '1'}, {'proposalID': {'id': '93'}, 'support': 1, 'single_vote': '1'}, {'proposalID': {'id': '94'}, 'support': 1, 'single_vote': '1'}, {'proposalID': {'id': '95'}, 'support': 1, 'single_vote': '1'}, {'proposalID': {'id': '100'}, 'support': 2, 'single_vote': '1'}, {'proposalID': {'id': '101'}, 'support': 1, 'single_vote': '1'}, {'proposalID': {'id': '103'}, 'support': 1, 'single_vote': '1'}, {'proposalID': {'id': '104'}, 'support': 1, 'single_vote': '1'}]"
4,0x04ba88309915d0210666790b9e9c9cb400235e3a,"[{'proposalID': {'id': '26'}, 'support': 1, 'single_vote': '0'}]"
5,0x0d60943d3c4248d33ab1474db126b9573d911d31,"[{'proposalID': {'id': '26'}, 'support': 1, 'single_vote': '0'}]"
6,0x110a924d724f4bffc8b0ec7ae416565365e7ab34,"[{'proposalID': {'id': '26'}, 'support': 1, 'single_vote': '0'}]"
7,0x1254958bd5073c6b238e516298f0c48f6f60a78e,"[{'proposalID': {'id': '16'}, 'support': 1, 'single_vote': '1'}, {'proposalID': {'id': '2'}, 'support': 1, 'single_vote': '1'}, {'proposalID': {'id': '52'}, 'support': 1, 'single_vote': '1'}, {'proposalID': {'id': '4'}, 'support': 1, 'single_vote': '1'}, {'proposalID': {'id': '5'}, 'support': 1, 'single_vote': '1'}, {'proposalID': {'id': '6'}, 'support': 1, 'single_vote': '1'}]"
8,0x14dfdd3613054ddb14af2fa51c8a75e17dade764,"[{'proposalID': {'id': '17'}, 'support': 1, 'single_vote': '1'}, {'proposalID': {'id': '18'}, 'support': 1, 'single_vote': '2'}, {'proposalID': {'id': '20'}, 'support': 1, 'single_vote': '2'}, {'proposalID': {'id': '21'}, 'support': 0, 'single_vote': '2'}, {'proposalID': {'id': '22'}, 'support': 1, 'single_vote': '2'}, {'proposalID': {'id': '23'}, 'support': 1, 'single_vote': '2'}, {'proposalID': {'id': '26'}, 'support': 1, 'single_vote': '2'}, {'proposalID': {'id': '29'}, 'support': 1, 'single_vote': '2'}, {'proposalID': {'id': '33'}, 'support': 1, 'single_vote': '2'}, {'proposalID': {'id': '34'}, 'support': 1, 'single_vote': '2'}, {'proposalID': {'id': '35'}, 'support': 1, 'single_vote': '2'}]"
9,0x17beaa158e68ff9225b4c85151831c7a0d8f258d,"[{'proposalID': {'id': '17'}, 'support': 1, 'single_vote': '1'}, {'proposalID': {'id': '19'}, 'support': 1, 'single_vote': '1'}, {'proposalID': {'id': '21'}, 'support': 1, 'single_vote': '1'}, {'proposalID': {'id': '22'}, 'support': 1, 'single_vote': '1'}, {'proposalID': {'id': '29'}, 'support': 1, 'single_vote': '1'}, {'proposalID': {'id': '31'}, 'support': 1, 'single_vote': '1'}, {'proposalID': {'id': '32'}, 'support': 1, 'single_vote': '1'}, {'proposalID': {'id': '33'}, 'support': 1, 'single_vote': '1'}, {'proposalID': {'id': '34'}, 'support': 1, 'single_vote': '1'}, {'proposalID': {'id': '38'}, 'support': 1, 'single_vote': '1'}, {'proposalID': {'id': '49'}, 'support': 1, 'single_vote': '1'}, {'proposalID': {'id': '52'}, 'support': 1, 'single_vote': '1'}, {'proposalID': {'id': '64'}, 'support': 1, 'single_vote': '1'}, {'proposalID': {'id': '67'}, 'support': 1, 'single_vote': '1'}, {'proposalID': {'id': '6'}, 'support': 1, 'single_vote': '1'}, {'proposalID': {'id': '7'}, 'support': 1, 'single_vote': '1'}, {'proposalID': {'id': '11'}, 'support': 1, 'single_vote': '1'}, {'proposalID': {'id': '13'}, 'support': 1, 'single_vote': '1'}]"
